claim_id,doc,location,printed,kind,spec
main-0222,main,Table 2,0.053,summary,"{""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""sd""}"
main-0223,main,Table 2,0.838,summary,"{""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""mean""}"
main-0224,main,Table 2,0.087,summary,"{""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""sd""}"
main-0225,main,Table 2,0.882,summary,"{""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""mean""}"
main-0226,main,Table 2,0.061,summary,"{""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""sd""}"
main-0227,main,Table 2,0.815,summary,"{""dim"": 30, ""method"": ""sclsc_refonly"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""mean""}"
main-0228,main,Table 2,0.078,summary,"{""dim"": 30, ""method"": ""sclsc_refonly"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""sd""}"
main-0229,main,Table 2,0.845,summary,"{""dim"": 30, ""method"": ""sclsc_refonly"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""mean""}"
main-0230,main,Table 2,0.054,summary,"{""dim"": 30, ""method"": ""sclsc_refonly"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""sd""}"
main-0231,main,Table 2,2,non_result,"{""note"": ""table number; F1 in Macro-F1 header""}"
main-0232,main,Table 2,1,non_result,"{""note"": ""F1 in Macro-F1 header""}"
main-0233,main,Table 2,30-dimensional,static,"{""check"": ""common_dim"", ""note"": """", ""value"": 30}"
main-0234,main,Table 2,15-nearest-neighbour,static,"{""check"": ""knn_neighbors"", ""note"": """", ""value"": 15}"
main-0235,main,Table 2,nine batch means,derived,"{""check"": ""n_real_query_batches"", ""value"": 9}"
main-0236,main,Table 2,five fits,derived,"{""check"": ""fits_per_batch"", ""dim"": 30, ""method"": ""solar_orthogonal"", ""value"": [5]}"
main-0237,main,Table 2,3,non_result,"{""note"": ""Table S3, Additional file 1""}"
main-0238,main,Table 2,1,non_result,"{""note"": ""Table S3, Additional file 1""}"
main-0239,main,4.2 Results,0.873,summary,"{""dim"": 30, ""method"": ""solar_orthogonal"", ""metric"": ""ASW_label"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0240,main,4.2 Results,0.574,summary,"{""dim"": 30, ""method"": ""unintegrated_pca_matched"", ""metric"": ""ASW_label"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0241,main,4.2 Results,0.578,summary,"{""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""ASW_label"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0242,main,4.2 Results,0.657,summary,"{""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""ASW_label"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0243,main,4.2 Results,3,non_result,"{""note"": ""Table 3""}"
main-0244,main,4.2 Results,0.948,summary,"{""dim"": 30, ""method"": ""sclsc_refonly"", ""metric"": ""ASW_label"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0245,main,4.2 Results,"SOLAR label ASW above Matched PCA, scVI, scANVI but not SCLSC",assertion,"{""check"": ""label_asw_order""}"
main-0246,main,4.2 Results,0.836,summary,"{""dim"": 30, ""method"": ""solar_orthogonal"", ""metric"": ""ASW_label/batch"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0247,main,4.2 Results,0.743,summary,"{""dim"": 30, ""method"": ""sclsc_refonly"", ""metric"": ""ASW_label/batch"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0248,main,4.2 Results,2.241,summary,"{""dim"": 30, ""method"": ""sclsc_refonly"", ""metric"": ""iLISI"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0249,main,4.2 Results,1.740,summary,"{""dim"": 30, ""method"": ""solar_orthogonal"", ""metric"": ""iLISI"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0250,main,4.2 Results,scVI and scANVI (and SCLSC) had higher iLISI than SOLAR,assertion,"{""check"": ""ilisi_refmap_higher""}"
main-0251,main,Table 3,3,non_result,"{""note"": ""table number""}"
main-0252,main,Table 3,30-dimensional,static,"{""check"": ""common_dim"", ""note"": """", ""value"": 30}"
main-0253,main,Table 3,nine equally weighted batch means,derived,"{""check"": ""n_real_query_batches"", ""value"": 9}"
main-0254,main,Table 3,five fits,derived,"{""check"": ""fits_per_batch"", ""dim"": 30, ""method"": ""solar_orthogonal"", ""value"": [5]}"
main-0255,main,Table 3,0.873,summary,"{""dim"": 30, ""method"": ""solar_orthogonal"", ""metric"": ""ASW_label"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0256,main,Table 3,0.836,summary,"{""dim"": 30, ""method"": ""solar_orthogonal"", ""metric"": ""ASW_label/batch"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0257,main,Table 3,1.740,summary,"{""dim"": 30, ""method"": ""solar_orthogonal"", ""metric"": ""iLISI"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0258,main,Table 3,0.574,summary,"{""dim"": 30, ""method"": ""unintegrated_pca_matched"", ""metric"": ""ASW_label"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0259,main,Table 3,0.831,summary,"{""dim"": 30, ""method"": ""unintegrated_pca_matched"", ""metric"": ""ASW_label/batch"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0260,main,Table 3,0.304,summary,"{""dim"": 30, ""method"": ""unintegrated_pca_matched"", ""metric"": ""iLISI"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0261,main,Table 3,0.578,summary,"{""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""ASW_label"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0262,main,Table 3,0.878,summary,"{""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""ASW_label/batch"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0263,main,Table 3,2.125,summary,"{""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""iLISI"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0264,main,Table 3,0.657,summary,"{""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""ASW_label"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0265,main,Table 3,0.867,summary,"{""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""ASW_label/batch"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0266,main,Table 3,1.902,summary,"{""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""iLISI"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0267,main,Table 3,0.948,summary,"{""dim"": 30, ""method"": ""sclsc_refonly"", ""metric"": ""ASW_label"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0268,main,Table 3,0.743,summary,"{""dim"": 30, ""method"": ""sclsc_refonly"", ""metric"": ""ASW_label/batch"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0269,main,Table 3,2.241,summary,"{""dim"": 30, ""method"": ""sclsc_refonly"", ""metric"": ""iLISI"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0270,main,4.3 Results,128 dimensions,static,"{""check"": ""anchor_control_dim"", ""note"": """", ""value"": 128}"
main-0271,main,4.3 Results,repeated anchors increased held-out label ASW and iLISI relative to both controls,assertion,"{""check"": ""repeated_increases_separation""}"
main-0272,main,4.3 Results,3,non_result,"{""note"": ""Figure 3""}"
main-0273,main,4.3 Results,0.007,contrast,"{""left"": [""solar_orthogonal"", 128], ""metric"": ""macro_f1"", ""population"": ""query"", ""right"": [""solar_none"", 128], ""stat"": ""delta""}"
main-0274,main,4.3 Results,0.001,assertion,"{""check"": ""repeated_f1_vs_unique_below_0001""}"
main-0275,main,4.3 Results,balanced accuracy was slightly lower than with unique anchors,assertion,"{""check"": ""repeated_ba_below_unique""}"
main-0276,main,4.3 Results,reduced trustworthiness and immune-cell pseudotime smoothness relative to both controls,assertion,"{""check"": ""repeated_lowers_local_structure""}"
main-0277,main,4.3 Results,9,non_result,"{""note"": ""Table S9, Figure S3, Additional file 1""}"
main-0278,main,4.3 Results,3,non_result,"{""note"": ""Table S9, Figure S3, Additional file 1""}"
main-0279,main,4.3 Results,1,non_result,"{""note"": ""Table S9, Figure S3, Additional file 1""}"
main-0280,main,Figure 3A,0.92,non_result,"{""note"": ""axis tick label""}"
main-0281,main,Figure 3A,0.88,non_result,"{""note"": ""axis tick label""}"
main-0282,main,Figure 3A,0.84,non_result,"{""note"": ""axis tick label""}"
main-0283,main,Figure 3A,0.80,non_result,"{""note"": ""axis tick label""}"
main-0284,main,Figure 3B,1.50,non_result,"{""note"": ""axis tick label""}"
main-0285,main,Figure 3B,1.25,non_result,"{""note"": ""axis tick label""}"
main-0286,main,Figure 3B,1.00,non_result,"{""note"": ""axis tick label""}"
main-0287,main,Figure 3B,0.75,non_result,"{""note"": ""axis tick label""}"
main-0288,main,Figure 3B,0.50,non_result,"{""note"": ""axis tick label""}"
main-0289,main,Figure 3C,0.90,non_result,"{""note"": ""axis tick label""}"
main-0290,main,Figure 3C,0.85,non_result,"{""note"": ""axis tick label""}"
main-0291,main,Figure 3C,0.80,non_result,"{""note"": ""axis tick label""}"
main-0292,main,Figure 3C,0.75,non_result,"{""note"": ""axis tick label""}"
main-0293,main,Figure 3D,0.90,non_result,"{""note"": ""axis tick label""}"
main-0294,main,Figure 3D,0.85,non_result,"{""note"": ""axis tick label""}"
main-0295,main,Figure 3D,0.80,non_result,"{""note"": ""axis tick label""}"
main-0296,main,Figure 3D,0.75,non_result,"{""note"": ""axis tick label""}"
main-0297,main,Figure 3,3,non_result,"{""note"": ""figure number; F1 in macro-F1 axis title""}"
main-0298,main,Figure 3,1,non_result,"{""note"": ""figure number; F1 in macro-F1 axis title""}"
main-0299,main,Figure 3,128 dimensions,static,"{""check"": ""anchor_control_dim"", ""note"": """", ""value"": 128}"
main-0300,main,Figure 3,three held-out batch means,derived,"{""check"": ""n_heldout_batches_per_dataset"", ""value"": 3}"
main-0301,main,Figure 3,five fits,derived,"{""check"": ""fits_per_batch"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""value"": [5]}"
main-0302,main,Figure 3,9,non_result,"{""note"": ""Table S9, Additional file 1, Figure S3""}"
main-0303,main,Figure 3,1,non_result,"{""note"": ""Table S9, Additional file 1, Figure S3""}"
main-0304,main,Figure 3,3,non_result,"{""note"": ""Table S9, Additional file 1, Figure S3""}"
main-0305,main,Figure 3,10 metrics,assertion,"{""check"": ""fig_s3_ten_panels""}"
main-0306,main,4.4 Results,six immune and lung held-out batches,derived,"{""check"": ""n_trust_batches"", ""value"": 6}"
main-0307,main,4.4 Results,0.936,summary,"{""dim"": 30, ""method"": ""solar_orthogonal"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""mean""}"
main-0308,main,4.4 Results,0.903,summary,"{""dim"": 30, ""method"": ""sclsc_refonly"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""mean""}"
main-0309,main,4.4 Results,Every batch mean favoured SOLAR,assertion,"{""check"": ""trust_every_batch_favours_solar""}"
main-0310,main,4.4 Results,5,non_result,"{""note"": ""Tables S5 and S7, Additional file 1""}"
main-0311,main,4.4 Results,7,non_result,"{""note"": ""Tables S5 and S7, Additional file 1""}"
main-0312,main,4.4 Results,1,non_result,"{""note"": ""Tables S5 and S7, Additional file 1""}"
main-0313,main,4.4 Results,three immune batches,derived,"{""check"": ""n_pseudotime_batches"", ""value"": 3}"
main-0314,main,4.4 Results,0.861,summary,"{""dim"": 30, ""method"": ""solar_orthogonal"", ""metric"": ""pseudotime_smoothness"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0315,main,4.4 Results,0.818,summary,"{""dim"": 30, ""method"": ""sclsc_refonly"", ""metric"": ""pseudotime_smoothness"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0316,main,4.4 Results,same direction in all three batch means,assertion,"{""check"": ""smoothness_every_batch_favours_solar""}"
main-0317,main,4.4 Results,0.969,summary,"{""dim"": 30, ""method"": ""unintegrated_pca_matched"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""mean""}"
main-0318,main,4.4 Results,0.894,summary,"{""dim"": 30, ""method"": ""unintegrated_pca_matched"", ""metric"": ""pseudotime_smoothness"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0319,main,4.4 Results,0.946,summary,"{""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""mean""}"
main-0320,main,4.4 Results,0.880,summary,"{""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0321,main,4.4 Results,0.949,summary,"{""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""mean""}"
main-0322,main,4.4 Results,0.886,summary,"{""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""joint"", ""stat"": ""mean""}"
main-0323,main,4.4 Results,"Matched PCA, scVI and scANVI retained higher query trustworthiness and joint smoothness than SOLAR",assertion,"{""check"": ""refmap_higher_local_structure""}"
main-0324,main,4.4 Results,"Query-only pseudotime smoothness was evaluable in just one immune batch, Oetjen_A",assertion,"{""check"": ""query_smoothness_only_oetjen""}"
main-0325,main,4.4 Results,4,non_result,"{""note"": ""Figure 4""}"
main-0326,main,4.4 Results,same six immune/lung batches,derived,"{""check"": ""n_trust_batches"", ""value"": 6}"
main-0327,main,4.4 Results,same three immune batches,derived,"{""check"": ""n_pseudotime_batches"", ""value"": 3}"
main-0328,main,4.4 Results,5,non_result,"{""note"": ""Figure S5, Table S5, Additional file 1""}"
main-0329,main,4.4 Results,5,non_result,"{""note"": ""Figure S5, Table S5, Additional file 1""}"
main-0330,main,4.4 Results,1,non_result,"{""note"": ""Figure S5, Table S5, Additional file 1""}"
main-0331,main,Figure 4A,0.98,non_result,"{""note"": ""axis tick label""}"
main-0332,main,Figure 4A,0.96,non_result,"{""note"": ""axis tick label""}"
main-0333,main,Figure 4A,0.94,non_result,"{""note"": ""axis tick label""}"
main-0334,main,Figure 4A,0.92,non_result,"{""note"": ""axis tick label""}"
main-0335,main,Figure 4A,0.90,non_result,"{""note"": ""axis tick label""}"
main-0336,main,Figure 4A,0.5,non_result,"{""note"": ""axis tick label""}"
main-0337,main,Figure 4A,0.6,non_result,"{""note"": ""axis tick label""}"
main-0338,main,Figure 4A,0.7,non_result,"{""note"": ""axis tick label""}"
main-0339,main,Figure 4A,0.8,non_result,"{""note"": ""axis tick label""}"
main-0340,main,Figure 4A,0.9,non_result,"{""note"": ""axis tick label""}"
main-0341,main,Figure 4A,1.0,non_result,"{""note"": ""axis tick label""}"
main-0342,main,Figure 4B,0.90,non_result,"{""note"": ""axis tick label""}"
main-0343,main,Figure 4B,0.88,non_result,"{""note"": ""axis tick label""}"
main-0344,main,Figure 4B,0.86,non_result,"{""note"": ""axis tick label""}"
main-0345,main,Figure 4B,0.84,non_result,"{""note"": ""axis tick label""}"
main-0346,main,Figure 4B,0.82,non_result,"{""note"": ""axis tick label""}"
main-0347,main,Figure 4B,0.5,non_result,"{""note"": ""axis tick label""}"
main-0348,main,Figure 4B,0.6,non_result,"{""note"": ""axis tick label""}"
main-0349,main,Figure 4B,0.7,non_result,"{""note"": ""axis tick label""}"
main-0350,main,Figure 4B,0.8,non_result,"{""note"": ""axis tick label""}"
main-0351,main,Figure 4B,0.9,non_result,"{""note"": ""axis tick label""}"
main-0352,main,Figure 4B,1.0,non_result,"{""note"": ""axis tick label""}"
main-0353,main,Figure 4,4,non_result,"{""note"": ""figure number""}"
main-0354,main,Figure 4,30-dimensional,static,"{""check"": ""common_dim"", ""note"": """", ""value"": 30}"
main-0355,main,Figure 4,six immune and lung batches,derived,"{""check"": ""n_trust_batches"", ""value"": 6}"
main-0356,main,Figure 4,three immune batches,derived,"{""check"": ""n_pseudotime_batches"", ""value"": 3}"
main-0357,main,Figure 4,50-dimensional,static,"{""check"": ""trust_source_components"", ""note"": """", ""value"": 50}"
main-0358,main,Figure 4,5,non_result,"{""note"": ""Tables S5 and S7, Additional file 1""}"
main-0359,main,Figure 4,7,non_result,"{""note"": ""Tables S5 and S7, Additional file 1""}"
main-0360,main,Figure 4,1,non_result,"{""note"": ""Tables S5 and S7, Additional file 1""}"
main-0361,main,5 Discussion,30-dimensional,static,"{""check"": ""common_dim"", ""note"": """", ""value"": 30}"
main-0362,main,5 Discussion,3,non_result,"{""note"": ""Figure 3, Table S9, Additional file 1""}"
main-0363,main,5 Discussion,9,non_result,"{""note"": ""Figure 3, Table S9, Additional file 1""}"
main-0364,main,5 Discussion,1,non_result,"{""note"": ""Figure 3, Table S9, Additional file 1""}"
main-0365,main,5 Discussion,nine held-out batches,derived,"{""check"": ""n_real_query_batches"", ""value"": 9}"
main-0366,main,5 Discussion,three datasets,derived,"{""check"": ""n_heldout_batches_per_dataset"", ""value"": 3}"
main-0367,main,5 Discussion,50-dimensional,static,"{""check"": ""trust_source_components"", ""note"": """", ""value"": 50}"
